order_id,customer_id,order_date,payment
685e2b39fc13ae31defa0fbd,685e2a3afc13ae1033fa1183,9/26/2022 22:46:50,6291.67
685e2b39fc13ae31defa0fbe,685e2a3afc13ae1033fa10eb,6/4/2029 04:37:14,9720.82
685e2b39fc13ae31defa0fbf,685e2a3afc13ae1033fa1189,9/22/2047 18:41:49,6871.59
685e2b39fc13ae31defa0fc0,685e2a3afc13ae1033fa103e,4/2/2025 05:12:21,990.16
685e2b39fc13ae31defa0fc1,685e2a3afc13ae1033fa116b,10/2/2027 20:16:34,591.96
685e2b39fc13ae31defa0fc2,685e2a3afc13ae1033fa1199,6/23/2027 11:41:49,495.12
685e2b39fc13ae31defa0fc3,685e2a3afc13ae1033fa1022,2/12/2037 17:21:02,3572.4
685e2b39fc13ae31defa0fc4,685e2a3afc13ae1033fa111d,10/29/2035 03:44:42,5303.72
685e2b39fc13ae31defa0fc5,685e2a3afc13ae1033fa0fbd,7/14/2013 10:46:04,2508.97
685e2b39fc13ae31defa0fc6,685e2a3afc13ae1033fa0fbf,4/21/2002 23:51:05,1086.82
685e2b39fc13ae31defa0fc7,685e2a3afc13ae1033fa10a3,6/23/2014 15:24:53,4403.53
685e2b39fc13ae31defa0fc8,685e2a3afc13ae1033fa1140,11/9/2001 07:31:26,1216.39
685e2b39fc13ae31defa0fc9,685e2a3afc13ae1033fa1035,8/10/2025 03:05:44,4874.33
685e2b39fc13ae31defa0fca,685e2a3afc13ae1033fa1171,10/25/2007 00:29:19,4644.38
685e2b39fc13ae31defa0fcb,685e2a3afc13ae1033fa0fd9,4/24/2028 14:22:55,6240.09
685e2b39fc13ae31defa0fcc,685e2a3afc13ae1033fa1143,9/21/2032 15:42:52,7625.26
685e2b39fc13ae31defa0fcd,685e2a3afc13ae1033fa1123,3/4/2004 03:41:28,4880.59
685e2b39fc13ae31defa0fce,685e2a3afc13ae1033fa106f,11/26/2032 20:41:10,3457.8
685e2b39fc13ae31defa0fcf,685e2a3afc13ae1033fa1130,9/18/2025 01:00:42,7378.12
685e2b39fc13ae31defa0fd0,685e2a3afc13ae1033fa10ab,7/17/2017 06:28:15,6710.51
685e2b39fc13ae31defa0fd1,685e2a3afc13ae1033fa1086,4/8/2002 01:20:42,3404.57
685e2b39fc13ae31defa0fd2,685e2a3afc13ae1033fa0fc0,9/26/2007 22:52:36,6331.63
685e2b39fc13ae31defa0fd3,685e2a3afc13ae1033fa0fe6,12/31/2018 08:21:02,7751.85
685e2b39fc13ae31defa0fd4,685e2a3afc13ae1033fa10ac,3/23/2023 23:49:33,5615.56
685e2b39fc13ae31defa0fd5,685e2a3afc13ae1033fa10c7,5/26/2018 14:08:01,2427.0
685e2b39fc13ae31defa0fd6,685e2a3afc13ae1033fa10e4,11/19/2018 09:07:43,8880.05
685e2b39fc13ae31defa0fd7,685e2a3afc13ae1033fa112c,7/4/2023 01:58:31,3240.98
685e2b39fc13ae31defa0fd8,685e2a3afc13ae1033fa1048,6/8/2045 23:34:30,3593.25
685e2b39fc13ae31defa0fd9,685e2a3afc13ae1033fa1195,3/8/2006 13:09:44,6793.08
685e2b39fc13ae31defa0fda,685e2a3afc13ae1033fa10cb,5/21/2039 21:05:40,1660.97
685e2b39fc13ae31defa0fdb,685e2a3afc13ae1033fa0ffb,1/22/2025 19:49:23,3057.95
685e2b39fc13ae31defa0fdc,685e2a3afc13ae1033fa0fe1,9/8/2050 15:12:57,8353.72
685e2b39fc13ae31defa0fdd,685e2a3afc13ae1033fa0ff6,5/11/2025 05:44:06,8914.15
685e2b39fc13ae31defa0fde,685e2a3afc13ae1033fa1066,11/4/2007 04:16:42,3543.38
685e2b39fc13ae31defa0fdf,685e2a3afc13ae1033fa1162,6/3/2039 15:04:52,9969.5
685e2b39fc13ae31defa0fe0,685e2a3afc13ae1033fa0fd0,11/19/2048 15:41:00,1218.81
685e2b39fc13ae31defa0fe1,685e2a3afc13ae1033fa111e,8/6/2009 19:14:42,2689.32
685e2b39fc13ae31defa0fe2,685e2a3afc13ae1033fa106d,7/27/2018 15:32:43,273.73
685e2b39fc13ae31defa0fe3,685e2a3afc13ae1033fa1038,11/11/2007 08:37:35,8405.14
685e2b39fc13ae31defa0fe4,685e2a3afc13ae1033fa1031,9/9/2043 00:09:07,6317.57
685e2b39fc13ae31defa0fe5,685e2a3afc13ae1033fa112b,4/29/2007 03:36:38,6547.3
685e2b39fc13ae31defa0fe6,685e2a3afc13ae1033fa0ffe,8/9/2049 12:01:57,4514.37
685e2b39fc13ae31defa0fe7,685e2a3afc13ae1033fa0fd5,7/23/2035 12:57:39,1651.25
685e2b39fc13ae31defa0fe8,685e2a3afc13ae1033fa114c,5/23/2001 03:51:36,7423.59
685e2b39fc13ae31defa0fe9,685e2a3afc13ae1033fa106f,1/28/2050 04:42:16,7494.8
685e2b39fc13ae31defa0fea,685e2a3afc13ae1033fa1046,12/6/2030 19:21:03,1371.11
685e2b39fc13ae31defa0feb,685e2a3afc13ae1033fa106a,2/22/2045 03:05:32,745.46
685e2b39fc13ae31defa0fec,685e2a3afc13ae1033fa1120,7/15/2026 12:17:38,585.03
685e2b39fc13ae31defa0fed,685e2a3afc13ae1033fa10c9,5/5/2018 16:11:24,8812.45
685e2b39fc13ae31defa0fee,685e2a3afc13ae1033fa1182,10/29/2019 20:40:15,5660.79
685e2b39fc13ae31defa0fef,685e2a3afc13ae1033fa112f,5/24/2018 07:55:35,6793.1
685e2b39fc13ae31defa0ff0,685e2a3afc13ae1033fa10fa,6/10/2002 21:13:32,3224.09
685e2b39fc13ae31defa0ff1,685e2a3afc13ae1033fa1118,5/29/2033 21:25:52,1560.65
685e2b39fc13ae31defa0ff2,685e2a3afc13ae1033fa0fec,7/18/2038 12:15:47,6245.44
685e2b39fc13ae31defa0ff3,685e2a3afc13ae1033fa1045,5/6/2034 09:35:04,1244.72
685e2b39fc13ae31defa0ff4,685e2a3afc13ae1033fa11aa,12/4/2031 04:12:20,5116.06
685e2b39fc13ae31defa0ff5,685e2a3afc13ae1033fa0fc9,12/29/2005 14:09:50,1859.31
685e2b39fc13ae31defa0ff6,685e2a3afc13ae1033fa1096,11/14/2012 10:11:15,2626.42
685e2b39fc13ae31defa0ff7,685e2a3afc13ae1033fa1111,1/14/2039 02:39:16,9553.88
